name;job;city;age;children;balance
Мамонова Вероника Тихоновна;Полицейский;Банфора;54;4;735993
Татаринцева Дарья Андрияновна;Специалист по ВЭД;Злин;40;1;280395
Сукина Мария Давидовна;Месильщик;Чханвон;27;2;265350
Цельнера Ефросиния Данилевна;Инфекционист;Семипалатинск;14;3;598419
Конев Кондрат Тихонович;Дерматовенеролог;Бангасу;1;3;749298
Подкользин Кондрат Онуфриевич;Теолог;Левице;62;4;270782
Кулумбаева Эмилия Данииловна;Маркетолог;Мбандака;18;0;15197
Крака Анисья Афанасиевна;Производственный мастер;Гедареф;51;1;457245
Мамыкина Эмма Всеволодовна;Аудитор;Парана;26;4;429840
Беломестова Вероника Василиевна;Телеграфист;Пекан;29;4;313629
Яклашкин Макар Игоревич;Шеф-повар;Щучин;46;4;766907
Ерохина Полина Федотовна;Инженер-конструктор;Вад-Медани;34;4;659607
Александрина Роза Александровна;Страховой агент;Каронга;67;1;630707
Никольникова Полина Феликсовна;Психолог;Боако;27;3;108368
Рыжова Оксана Алексеевна;Танцор балета;Нема-Кунку;67;0;296539
Пшеничников Терентий Андриянович;Шахтер;Сиануквиль;55;0;189239
Трунина Арина Якововна;Торговый представитель;Кумра;73;3;874237
Мещерякова Лиана Павеловна;Шеф-повар;Кабул;34;1;453278
Трухина Дарья Феликсовна;Аппаратчик-оператор;Кирьят-Ата;74;1;835083
Мышкин Кирилл Эрнестович;Юрист;Ипох;0;3;126373
Гурковский Кирилл Остапович;Логопед;Самсун;82;2;172485
Набокина Евгения Емельяновна;Психотерапевт;Хасселт;90;3;418701
Комзин Константин Давыдович;Страховой агент;Уани;18;4;791169
Глебов Владислав Феоктистович;Секретарь-стенографистка;Ашдод;20;3;359741
Борцова Татьяна Фомевна;Композитор;Санта-Мария;13;0;508484
Кошкова Надежда Николаевна;Web-интегратор;Дили;14;0;722504
Рубашкин Юрий Фролович;Религиовед;Риберальта;46;0;160614
Саянова Оксана Семеновна;Фальцовщик;Манго;43;1;195831
Панарина Людмила Родионовна;Машинистка;Шёвде;72;1;690613
Яблонцева Елена Трофимовна;Бондарь;Филадельфия;33;2;507629
Кузиева Вероника Константиновна;Оператор call-центра;Кфар-Сава;23;1;820679
Родионов Всеслав Потапович;Булочник;Злитен;52;1;23132
Щеголев Владимир Прокофиевич;Логопед;Байдабо;9;1;666351
Шапиро Варвара Степановна;Изобретатель;Ноттингем;44;3;256622
Милютина Наталья Ростиславовна;Прокурор;Ремих;9;3;692993
Мисалова Наталья Ростиславовна;Эколог;Посадас;44;4;732575
Абарников Глеб Денисович;Психотерапевт;Акжужт;49;2;929261
Мисалова Вероника Ефимовна;Биофизик;Ананиндеуа;38;0;632080
Валеев Яков Герасимович;Менеджер по туризму;Аликанте;67;1;92712
Нырко Игорь Моисеевич;Фотограф;Бимбо;72;1;385589
Куняев Борислав Измаилович;Менеджер торгового зала;Даниловград;30;1;399811
Антипов Юлиан Казимирович;Мясник;Поусат;14;3;280700
Брязгина Берта Трофимовна;Оператор машинного доения;Хадибу;76;4;742829
Пономарева Виктория Афанасиевна;Грузчик;Шкофья-Лока;48;4;254486
Батурин Богдан Тихонович;Сварщик;Букаву;47;3;898682
Русинова Анна Потаповна;Дизайнер-модельер;Фоджа;58;3;232513
Элиашева Надежда Давидовна;Бухгалтер;Риффа;0;0;536530
Рамазанова Александра Емельяновна;Кровельщик;Овандо;17;2;35400
Силина Нона Олеговна;Менеджер по рекламе;Бербера;88;1;508453
